In which period did the Council of Trent take place?;A) 1545–1563;B) 1945–1948;C) 1600–1630;D) 1280–1310;E) 1915–1918;а
"Match the States with their capitals:
Cifri California
Tennessee
Indiana
Arizona
Bukwi Nashville
Phoenix
Sacramento
Indianapolis";"A)1-a; 2- b; 3 - c; 4 - d";"B)1-b;-2 - c; 3 – d; 4 - a";"C)1-c; 2-a; 3-d; 4- b";"D)1-a; 2- b; 3 – d; 4 - c";"E)1-d; 2-a; 3 - c; 4 – b";в
Which of the following words is a proper noun?;A) Lieto;B) Fausto;C) Ameno;D) Piacevole;E) Allegro;б
The author of Buddenbrooks is:;A) Lord Byron;B) Molière;C) T. Mann;D) J. W. Goethe;E) F. Dostoevsky;в
The Mexican archaeological site known as Chichen Itza was built by which civilization?;A) Aztec;B) Maya;C) Inca;D) Quechua;E) Guaraní;б
"""Fordism"" indicates a historical period in which production processes were introduced that made extensive use of:";A) The assembly line;B) A limited division of labor;C) New technologies;D) A broad specialization of labor;E) New production tools;а
The word echinus defines a part of which architectural element?;A) Of a column;B) Of the frieze;C) Of the capital;D) Of the tympanum;E) Of the architrave;в
Which Greek architectural order is characterized by two symmetrical volutes on the capital?;A) Doric;B) Ionic;C) Corinthian;D) Tuscan;E) Composite;б
Which architectural orders include acanthus leaves sculpted on the capital?;A) Doric and Ionic;B) Ionic and Corinthian;C) Corinthian and Tuscan;D) Tuscan and Doric;E) Composite and Corinthian;д
The Chicago School studied the new architectural typology of:;A) The shopping center;B) The broletto;C) The single-family house;D) The skyscraper;E) The auditorium;г
The Camera Picta (Camera degli Sposi), the marvelous room in the northeast tower of the Castle of San Giorgio in Mantua, is a work by:;A) Andrea Mantegna;B) Giotto;C) Giambattista Tiepolo;D) Sandro Botticelli;E) Masaccio;а
"In which chronological sequence were the following buildings constructed?
a. Palazzo Pitti by Brunelleschi, Florence
b. Campo dei Miracoli, Pisa
c. Sant’Agnese by Borromini, Rome
d. Vittoriano by Sacconi, Rome
e. Pantheon, Rome";"A) e; a; c; d; b";"B) e; b; c; d; a";"C) e; b; a; c; d";"D) a; c; b; d; e";"E) b; a; c; d; e";в
The monumental complex built next to the Capitoline Hill to celebrate the unity of Italy and the image of the sovereign on horseback, forming the visual and spatial center of the entire structure, is named after which king?;A) Umberto I;B) Vittorio Emanuele II;C) Emanuele Filiberto;D) Umberto II;E) Vittorio Emanuele I;б
Who ruled France after Louis XVIII?;A) Prince Polignac;B) Louis Philippe of Orléans;C) Louis Napoleon;D) Charles X;E) Charles Albert of Savoy-Carignano;г
"Match the following images of design products to the corresponding designer.
Picture 1 – A retro-style radio or TV set with rounded edges, classic of mid-century design.
Picture 2 – A minimalist black cube, possibly a lamp or speaker, with simple geometric lines.
Picture 3 – A tripod lemon squeezer with long legs and a space-age look.
Picture 4 – A thin-framed metal chair with a modernist aesthetic.
Picture 5 – An abstract S-shaped form, sculptural and curvy, likely a chair.
Philippe Ztarck, Ron Arad, Gio Ponti, Bruno Munari, Marco Zanusto
Answer choices:";"A) 1–e; 2–a; 3–c; 4–d; 5–b";"B) 1–b; 2–d; 3–a; 4–c; 5–e";"C) 1–e; 2–b; 3–a; 4–d; 5–c";"D) 1–e; 2–d; 3–a; 4–c; 5–b";"E) 1–d; 2–a; 3–b; 4–c; 5–d";г
In which of the following series are historical figures listed in correct chronological order?;A) Girolamo Savonarola, Theodoric, Conradin of Swabia, Bismarck, Napoleon I, Peter the Great;B) Theodoric, Conradin of Swabia, Girolamo Savonarola, Peter the Great, Napoleon I, Bismarck;C) Conradin of Swabia, Theodoric, Girolamo Savonarola, Napoleon I, Peter the Great, Bismarck;D) Theodoric, Girolamo Savonarola, Conradin of Swabia, Peter the Great, Bismarck, Napoleon I;E) Conradin of Swabia, Girolamo Savonarola, Theodoric, Peter the Great, Napoleon I, Bismarck;б
Which of the proposed sequences is correct from a chronological point of view?;"A) Giovanni Bellini; Masaccio; Giuseppe Piermarini; Andrea Palladio; Giò Ponti";"B) Masaccio; Andrea Palladio; Giovanni Bellini; Giuseppe Piermarini; Giò Ponti";"C) Andrea Palladio; Masaccio; Giovanni Bellini; Giò Ponti; Giuseppe Piermarini";"D) Masaccio; Giovanni Bellini; Andrea Palladio; Giuseppe Piermarini; Giò Ponti";"E) Giovanni Bellini; Andrea Palladio; Masaccio; Giò Ponti; Giuseppe Piermarini";г
What is the main purpose of virtual memory?;A) To allow the execution of antivirus programs;B) To prevent the processor from overheating;C) To detect unauthorized access to the computer;D) To simulate a memory space larger than what is physically present by using secondary memory or other devices;E) To simulate a level of efficiency not yet achievable;г
Klimt (a), Matisse (b), Botticelli (c), Rembrandt (d), and Titian (e) are painters and authors of the following works: The Primavera (1), The Kiss (2), Red Fish (3), The Night Watch (4), Sacred and Profane Love (5). Which of the following matches is correct?;"A) a – 3; b – 5; c – 2; d – 4; e – 1";"B) a – 2; b – 3; c – 1; d – 4; e – 5";"C) a – 2; b – 1; c – 5; d – 3; e – 4";"D) a – 5; b – 4; c – 1; d – 3; e – 2";"E) a – 5; b – 2; c – 1; d – 3; e – 4";б
What does the acronym ENEA stand for?;A) National Agency for Alternative Energy;B) Nuclear Wind Atomic Energy;C) Agency for the New Environmental Ecology;D) Agency for New Technologies, Energy and the Environment;E) European Nuclear Energy Atomic;г
In which Roman fountain did Anita Ekberg bathe during the famous scene with Marcello Mastroianni in the film La Dolce Vita by Federico Fellini?;A) Fountain of Neptune in Piazza Navona;B) Barcaccia Fountain in Piazza di Spagna;C) Naiads Fountain in Piazza della Repubblica;D) Trevi Fountain in Piazza di Trevi;E) Triton Fountain in Piazza Barberini;г
"Filarete (a), Donatello (b), Michelucci (c), Mondrian (d), and Canova (e) include two architects, two sculptors, and one painter; which of the following matches is correct?";"A) a – painter; b – sculptor; c – architect; d – sculptor; e – architect";"B) a – sculptor; b – architect; c – painter; d – sculptor; e – architect";"C) a – architect; b – painter; c – sculptor; d – architect; e – sculptor";"D) a – architect; b – sculptor; c – architect; d – painter; e – sculptor";"E) a – sculptor; b – architect; c – architect; d – painter; e – sculptor";г
Who was the first to rigorously demonstrate, using mathematical methods, the theory that placed the Sun at the center of the solar system with planets orbiting around it, building on the heliocentric idea of Aristarchus of Samos?;A) Isaac Newton;B) Tycho Brahe;C) Galileo Galilei;D) Johannes Kepler (Kepler);E) Nicolaus Copernicus (Copernico);д
Which of the following artists worked in the 17th century?;A) Pietro da Cortona;B) Leonardo da Vinci;C) Andrea del Sarto;D) Giovan Battista Tiepolo;E) Paolo Uccello;а
In which of the following buildings is it not possible to admire a work by Giotto?;A) Upper Basilica of Assisi;B) Church of Santa Croce in Florence;C) Scrovegni Chapel in Padua;D) Church of Santa Maria Novella in Florence;E) Church of San Bernardino in Urbino;д
Identify the synonym of the word homology.;A) Differentiation;B) Opposition;C) Generalization;D) Discrimination;E) Correspondence;д
What is the motto of the House of Savoy?;A) Where there is comfort, there is discomfort;B) Faithful through the centuries;C) Forward!;"D) Fert By treaty and religion, we are bound""";E) Harm no one;г
The Tempietto of San Pietro in Montorio, shown in the picture, dates back to which period?;A) 15th century – Renaissance;B) 17th century – Baroque;C) 16th century – Renaissance;D) 16th century – Baroque;E) 18th century – Neoclassicism;в
"Which of the proposed matches between painter and their work is correct?
Cifri Boccioni
Mondrian
Van Gogh
Ingres
Picasso
Bukwi Harlequin
Composition with Yellow, Blue, and Red
Dynamism of a Cyclist
Self-portrait with Bandaged Ear
The Turkish Bath";"A) 1 – b; 2 – e; 3 – c; 4 – a; 5 – d";"B) 1 – a; 2 – b; 3 – e; 4 – d; 5 – c";"C) 1 – c; 2 – b; 3 – d; 4 – a; 5 – e";"D) 1 – c; 2 – b; 3 – d; 4 – e; 5 – a";"E) 1 – a; 2 – b; 3 – e; 4 – c; 5 – d";г
To which 20th-century artistic movement does this chair (Red and Blue Chair) belong?;A) Liberty;B) Futurism;C) Rationalism;D) Neoplasticism;E) Expressionism;г
Which of the following characteristics is not typical of the Neoplasticist movement?;A) In painting, elimination of the subject and suppression of natural form;B) Use of primary and neutral colors;C) Absence of perspective;D) Use of triangular shapes, points, spires;E) In architecture, the planes never meet at a precise angle;г
Which of the following terms is not an element of the Early Christian church?;A) Apse;B) Presbytery;C) Cardo;D) Narthex;E) Nave;в
At the center of Raphael’s fresco The School of Athens, which figures are depicted?;A) Christ and the Madonna;B) Saint Sebastian and Saint Thomas;C) Plato and Aristotle;D) Bacchus and Ariadne;E) Two Venuses;в
A Beautiful Mind, a 2001 film directed by Ron Howard, is dedicated to the life of John Forbes Nash Jr. In which field did Nash receive the Nobel Prize in 1994?;A) Mathematics;B) Physics;C) Chemistry;D) Medicine;E) Economics;д
Traveling from west to east among the city pairs listed below, in which journey would you cross the International Date Line?;A) Paris – Beijing;B) London – Tehran;C) Buenos Aires – Madrid;D) San Francisco – Berlin;E) Tokyo – Vancouver;д
Which of the following terms is inconsistent with the others?;A) Broletto;B) Hermitage;C) Monastery;D) Convent;E) Abbey;а
Which nuclear power plant suffered damage with radioactive release due to the tsunami of March 11, 2011?;A) Fukushima;B) Kyshtym;C) Goiania;D) Chernobyl;E) Windscale;а
Which of the following artistic movements was born before World War II?;A) Surrealism;B) Optical Art;C) Spatialism;D) Informal Art;E) Hyperrealism;а
"Article 58 of the Constitution of the Italian Republic reads:
""The senators are elected by ... suffrage ... Voters who have reached the age of ... are eligible for the Senate.""
Which of the following options correctly completes the article?";"A) universal and direct; forty";"B) universal and census-based; twenty-five";"C) census-based and direct; forty";"D) universal and indirect; fifty";"E) regional and direct; fifty";а
Which famous English mathematician collaborated during World War II with the British army to decipher Nazi codes?;A) John E. Littlewood;B) Bertrand A. W. Russell;C) Godfrey H. Hardy;D) Alan M. Turing;E) Harold Jeffreys;г
Which of the following Italian doctors is also famous mainly for the educational method that bears their name?;A) Rita Levi Montalcini;B) Maria Montessori;C) Camillo Golgi;D) Ferdinando Aiuti;E) Umberto Veronesi;б
Which of these coins was not Roman?;A) Denarius;B) As;C) Sestertius;D) Drachma;E) Quadrans;г
Which of the following events happened during Leonardo da Vinci's lifetime?;A) Richard the Lionheart takes part in the Third Crusade;B) Thirty Years’ War;C) Discovery of America;D) French Revolution;E) Death of Dante Alighieri;в
"What is the correct chronological order of the following works?
Triumph of Bacchus (Velázquez)
Liberty Leading the People (Delacroix)
The Dance (Matisse)
Primavera (Botticelli)
Tondo Doni (Michelangelo)**";"A) 4; 5; 2; 1; 3";"B) 5; 4; 3; 2; 1";"C) 4; 5; 1; 2; 3";"D) 5; 4; 2; 1; 3";"E) 5; 4; 1; 3; 2";в
According to legend, who was suckled by a she-wolf?;A) Attila;B) Remus;C) Constantine;D) Sapor;E) Jupiter;б
"Match each painter with the technique used to apply color to the canvas:
Cifri Monet
Jackson Pollock
Van Gogh
Seurat
De Chirico**
Bukwi Poured and dripped color
Free and fast brushstrokes
Flat and uniform color fields
Strong and heavy brushstrokes
Small dots of pure color";"A)1-e; 2-c 3-d; 4 - b; 5 - a";"B)1-b; 2-a; 3-d; 4-e; 5-c";"C)1-e; 2-b; 3-d; 4-a; 5-c";"D)1-b; 2-a; 3-c; 4-e; 5-d";"E)1-b 2-c 3-d; 4-e; 5-a";б
Who painted the series of female portraits Maja desnuda and Maja vestida?;A) René Magritte;B) Jacques-Louis David;C) Francisco Goya;D) Henri Matisse;E) Joan Miró;в
"Put the following architectural styles in chronological order:
Ravenna architecture
Early Christian architecture
Romanesque architecture
Carolingian architecture
Gothic architecture**";"A) 2; 1; 3; 5; 4";"B) 1; 2; 4; 5; 3";"C) 4; 2; 1; 5; 3";"D) 3; 4; 2; 5; 1";"E) 2; 1; 4; 3; 5";д
When the Roman Empire was divided into four parts (tetrarchy), which cities became capitals?;A) Rome, Carthage, Byzantium, and Athens;B) Rome, Milan, Byzantium, and Caesarea;C) Milan, Lyon, Smyrna, and Seleucia;D) Nicomedia, Sirmium, Milan, and Trier;E) Rome, Alexandria, Byzantium, and Babylon;г
The Five Days of Milan were part of:;A) World War II;B) First War of Independence;C) Second War of Independence;D) Third War of Independence;E) World War I;б
René Magritte’s style made extensive use of which figurative technique?;A) Collage;B) Frottage;C) Flochetage;D) Trompe-l'œil;E) Pointillism;г
"To combat the common practice of arbitrary detention, a law was passed requiring that detainees be promptly brought before a judge who could validate or annul the arrest.
What is this legal safeguard called?";A) Habeas corpus;B) Placet;C) Dictatus papae;D) Non expedit;E) Exequatur;а
The year 1978 is remembered as the “Year of the Three Popes.” Which popes were they?;A) John Paul I, John Paul II, and Benedict XVI;B) John XXIII, John Paul I, and John Paul II;C) John XXIII, Paul VI, and John Paul I;D) Paul VI, John Paul I, and John Paul II;E) Pius XII, John Paul I, and John Paul II;г
The favorite subjects of the 17th-century painter from Bergamo, Evaristo Baschenis, were:;A) Musical-themed still lifes;B) Still lifes with natural subjects;C) Embalmed animals;D) Animals;E) Court ladies;а
Which of the following artists never worked directly on the Basilica of Saint Peter in Rome?;A) Donato Bramante;B) Leonardo da Vinci;C) Raphael;D) Michelangelo;E) Gian Lorenzo Bernini;б
The following image detail belongs to which fresco cycle? hands;A) Camera degli Sposi, by Andrea Mantegna;B) The Flood, by Michelangelo;C) Primavera, by Sandro Botticelli;D) The Last Judgment, by Michelangelo;E) Room of the Signature, by Raphael;г
Which of the following is not a characteristic element of Art Nouveau?;A) Use of curved lines;B) Extensive use of iron and cast iron;C) Widespread floral motifs;D) Emphasis on decoration;E) Priority of structural design over form;д
Which European capital was not occupied by the Nazis during World War II?;A) Paris;B) Brussels;C) Moscow;D) Rome;E) Prague;в
Which French king made Versailles his favorite residence, promoting the construction of the palace and its famous gardens?;A) Francis I;B) Louis the Pious;C) Philip the Fair;D) Louis XIV;E) Louis XVII;г
In the same year Garibaldi died (1882), which irredentist patriot was executed?;A) Silvio Pellico;B) Scipio Slataper;C) Guglielmo Oberdan;D) Cesare Battisti;E) Giani Stuparich;в
Who is the main representative of the Baroque style in Rome?;A) Filippo Juvarra;B) Giuseppe Piermarini;C) Francesco Borromini;D) Gian Lorenzo Bernini;E) Andrea Palladio;г
Which of the following features is not typical of the Baroque style?;A) Fluctuating rhythm of forms;B) Spatial effects in very small dimensions;C) Scenic effects;D) Frequent use of precious materials such as marble, gold, and silver;E) Revival and reworking of classical canons;д
The succession of seasons at a given location on Earth depends on:;A) The rotation of the Earth around itself;B) The varying distance from the Earth to the Sun along its orbit;C) The duration of Earth’s revolution around the Sun;D) The tilt of the Earth’s axis relative to the orbital plane;E) The distance from the equator of the location considered;г
Which of the following characteristics does not belong to the Expressionist movement?;A) Emphasis on forms;B) Attention to technical-constructive functionality;C) Attention to visual and communication functionality;D) Chromatic emphasis in painting;E) Dramatic content;б
Which artist reused Rubens’s compositional technique, placing figures along the diagonal connecting two opposite corners of a painting?;A) Pierre-Auguste Renoir;B) Claude Monet;C) Eugène Delacroix;D) Gustave Courbet;E) Antonio Canova;в
Among the following, which has never been used by Andy Warhol as a subject in his works?;A) Elvis Presley;B) Campbell’s soup cans;C) Coca-Cola logo;D) Coca-Cola bottles;E) Sophia Loren;д
In which of the following art movements has time been considered as an element of the artwork?;A) Surrealism;B) Neoplasticism;C) Futurism;D) Abstractionism;E) Expressionism;в
Why did the Bauhaus end its activity in 1933?;A) Due to lack of funding;B) Due to lack of student participation;C) Due to insufficient number of teachers;D) Because it was suppressed by the Nazi regime, which accused it of being a center of left-wing intellectuals;E) Because its director, Walter Gropius, died;г
Which of the following architects has never worked in the United States?;A) Frank Lloyd Wright;B) Ludwig Mies van der Rohe;C) Antoni Gaudí;D) Renzo Piano;E) Richard Meier;в
The assassination of the heir to the Austro-Hungarian throne by Gavrilo Princip:;A) Happened at the end of the 19th century;B) Was instigated by the Countess of Castiglione to favor the unification of Italy;C) Triggered the invitation to the Viennese court;D) Triggered the First World War;E) Was commissioned by his lover Maria Vetsera;г
Who is the founder of Zionism, in which century was the movement founded, and when and where was its project realized?;A) The Zionist movement was born and developed in France following the Dreyfus affair. Founded by French journalist Bernard Lazare in 1894, it realized its project of founding a Jewish state on Egyptian territory only in 1967, with the Six-Day War.;B) The Zionist movement has no specific founder as it emerged in reaction to the extermination of Jews by the Nazis during the Second World War. The purpose of the movement was to save Jews from extermination by creating a Jewish state, which was founded in 1948.;C) The Zionist movement was born in Italy in 1938 following the enactment of racial laws by the Fascist regime. Its founder is Primo Levi, who was later deported to Auschwitz. His project was to save Jews through the creation of a Jewish state, a project realized in 1948.;D) The Zionist movement was founded by Hungarian journalist and writer Theodor Herzl, who in 1896 published The Jewish State, and the following year, in 1897, convened the first Zionist Congress in Basel. However, it was not until May 14–15, 1948, that the proclamation of the birth of the State of Israel in the territory of Palestine was witnessed.;E) None of the other answers is correct;г
"Which term can be associated with both of the following definitions?
Document issued with commercial references.
Act of witchcraft.";A) Fattura;B) Bull;C) Spell;D) Enchantment;E) Note;а
Which of the following articles (or clauses) of the Italian Constitution is incorrectly transcribed?;A) The public prosecutor is obliged to prosecute (art. 112);B) All jurisdictional measures must be justified (art. 111, c.6);C) Justice is administered in the name of the people. Judges are subject only to Parliament (art. 101);D) The judiciary directly oversees the judicial police (art. 109);E) Judges are irremovable (art. 107, c.1);в
Only one of the following US presidents from the 20th century served two consecutive terms. Which one?;A) Richard Nixon;B) John Fitzgerald Kennedy;C) Bill Clinton;D) Jimmy Carter;E) George Herbert Bush;в
Who painted the Portrait of Agnolo Doni?;A) Michelangelo Buonarroti;B) Jacopo Tintoretto;C) Pietro da Cortona;D) Raffaello Sanzio;E) Leonardo Da Vinci;г
"Match the following museums to the cities in which they are located:
letters Museo Mart
Victoria & Albert Museum
Musei Capitolini
Guggenheim Museum
MoMA
Numbers Rovereto
Rome
London
New York
Bilbao";"A) a–3; b–2; c–4; d–1; e–5";"B) a–1; b–3; c–2; d–5; e–4";"C) a–5; b–1; c–4; d–2; e–3";"D) a–1; b–3; c–2; d–5; e–4";"E) a–2; b–3; c–4; d–1; e–5";б
Which of the following is a work by Niccolò Machiavelli?;A) On Crimes and Punishments;B) On the Duties of Men;C) The Prince;D) Of the Prince and Letters;E) Dialogue on Nobility;в
He is known above all for the design of bridge structures, communication towers, and station/airport canopies. Which architect is being referred to?;A) Ron Arad;B) Santiago Calatrava;C) Gae Aulenti;D) Norman Foster;E) Frank O. Gehry;б
Which of the following is not a work by Gian Lorenzo Bernini?;A) Baldacchino of Saint Peter’s;B) Sant’Andrea al Quirinale;C) Palazzo Montecitorio;D) Palazzo Odescalchi;E) San Carlo alle Quattro Fontane  (Borromini);д
Which of these terms does not refer to an arched structure?;A) Voussoir (Concio);B) Architrave;C) Keystone;D) Small pillar (Piedritto);E) Intrados;б
Who wrote the architectural treatise De re aedificatoria in 1452, which defines the concept of harmonic proportion?;A) Filippo Brunelleschi;B) Benvenuto Cellini;C) Donato Bramante;D) Leon Battista Alberti;E) Andrea Palladio;г
Four of the following words with the suffix “-teca” have the same meaning. Identify the odd one out.;A) Emeroteca;B) Pinacoteca;C) Biblioteca;D) Fonoteca;E) Zapoteca;д
After World War II, the United States strengthened its ties with Western Europe through the so-called Marshall Plan, which was:;A) A plan to extend U.S. influence to the Soviet Union;B) A plan to build a highway from Northern Europe to Sicily;C) A plan to divide Europe into “zones of influence”;D) A defense plan against the Soviet threat;E) A plan of aid for European economies;д
Order: Eiffel tower, Chrysler Building,The Crystal Palace, Casa Mila, Kaufmann House ;"A)a; b; c; d; e";"B) d; a; b; c; e";"C) d; e; a; b; c";"D) a; c; b; e; d";"E) d; a; c; b; e";д
Order: cherno stranno, the thinker, stranno bqlo, ogledalo, stranno metalno, str 40;"A)	c; a; b; e; d";"B) b; a; c; e; d";"C) c; b; d; e; a";"D) b; d; c; e; a";"E) d; b; c; e; a";б
order: str 41;"A) Elevation; section; plan";"B) Section; plan; elevation";"C) Plan; elevation; section";"D) Elevation; elevation; section";"E) Section; elevation; plan";а
"With reference to the image shown, match each number to the correct architectural element:
pediment (timpano)
frieze (fregio)
architrave
shaft (fusto)
stylobate";"A) 1 – pediment; 2 – frieze; 3 – architrave; 4 – shaft; 5 – stylobate";"B) 1 – architrave; 2 – pediment; 3 – shaft; 4 – stylobate; 5 – frieze";"C) 1 – shaft; 2 – stylobate; 3 – frieze; 4 – pediment; 5 – architrave";"D) 1 – pediment; 2 – stylobate; 3 – architrave; 4 – shaft; 5 – frieze";"E) 1 – architrave; 2 – stylobate; 3 – frieze; 4 – shaft; 5 – pediment";а
What was the preferred subject of painter Antonio Ligabue?;A) The crowd;B) Animals;C) Flowers;D) Houses;E) Ballerinas;б
The magazine founded by Theo van Doesburg in 1917 De Stijl (meaning The Style, in Dutch) is associated with which movement?;A) Surrealism;B) Dadaism;C) Neoplasticism;D) Minimalism;E) Mannerism;в
What clearly characterizes Flemish painting?;A) Gold-colored background;B) Expressiveness of the depicted figures;C) Perspective;D) Cobalt blue background;E) The detailed and realistic depiction of reality;д
Which of the following characteristics is not attributable to Dadaism?;A) Irony;B) Randomness;C) Reuse of everyday objects;D) Rigor;E) Provocation;г
Which of the following characteristics best describes the Neoplasticism movement?;A) Irony;B) Randomness;C) Reuse of everyday objects;D) Mathematical rigor and balance;E) Provocation;г
What is the fundamental element considered in the design of new cultural buildings and multipurpose spaces intended for the protection of historical heritage and social gathering?;A) Aesthetics;B) Lighting technology;C) Functionality;D) Preservation of pre-existing spaces;E) Use of innovative materials;б
On the occasion of which event was the Eiffel Tower in Paris built?;A) Universal Exposition, 1889;B) Visit of the Queen of England, 1852;C) Fall of the Berlin Wall, 1989;D) The Paris Commune, 1871;E) Death of Louis XIV, 1715;а
Who founded the architecture magazine Domus in 1928?;A) Giuseppe Terragni;B) Bruno Munari;C) Enzo Mari;D) Angelo Mangiarotti;E) Giò Ponti;д
Turner, Friedrich, Delacroix, Hayez are painters of which movement?;A) Neoclassicism;B) Impressionism;C) Expressionism;D) Romanticism;E) Fauvism;г
According to Surrealism, what must a work of art express?;A) Free relationships between shapes and colors;B) The breakdown of the object and its volumetric synthesis;C) The symbolic value of figures and objects depicted;D) The real functioning of thought, through pure psychic automatism;E) The simultaneity of movement;г
"Amor and Psyche, represented in the photo, is a sculpture by:
(Image shows a neoclassical sculpture of two embracing figures)";A) Antonio Canova;B) Michelangelo Buonarroti;C) Myron;D) Auguste Rodin;E) Phidias;а
Who founded the artistic group Der Blaue Reiter (The Blue Rider) within the Expressionist movement?;A) Kandinsky;B) Klee;C) Mondrian;D) Chagall;E) Grosz;а
"Match each work to its patron:
numbers
Colosseum
Baldacchino of Saint Peter
Palazzo Te
Palace of Versailles
letters
Pope Urban VIII
Emperor Vespasian
Duke Federico II Gonzaga
King Louis XIV";"A) 1 – b; 2 – a; 3 – c; 4 – d";"B) 1 – b; 2 – d; 3 – a; 4 – c";"C) 1 – c; 2 – a; 3 – b; 4 – d";"D) 1 – b; 2 – a; 3 – d; 4 – c";"E) 1 – c; 2 – a; 3 – b; 4 – d";а
The Palazzo dei Diamanti in Ferrara took its name from:;A) The square where it is located;B) The architect who designed it;C) The rusticated diamond-pointed stones that characterize the outer walls;D) The precious stones stored inside;E) Its patrons;в
In what year was the Compasso d’Oro design award established?;A) 1911;B) 1928;C) 1954;D) 1971;E) 1988;в
After the victory over the Saracens, the Republic of Pisa began reconstruction of the cathedral in forms that can still be admired today. In what century?;A) 7th;B) 10th;C) 11th;D) 15th;E) 16th;в
In a ribbed vault, the ribs dividing the vault into segments are called:;A) Lunettes;B) Shells;C) Spindles;D) Ribs;E) Nails;г
In a ribbed vault, each of the four segments is called:;A) Sail;B) Pavilion;C) Small cylinder;D) Ridge;E) Lunette;а
A temple is said to be in antis when:;A) The side walls of the cell extend forward to enclose the columns, forming a porch;B) There is a colonnade on the front;C) There is a colonnade on both front and rear;D) A colonnade surrounds all four sides of the cell;E) A double colonnade surrounds all four sides of the cell;а
The term devolution in political language indicates:;A) A transfer of powers from the central government to a regional or local government;B) A reduction in tax pressure by the government during economic crisis;C) An ideology favorable to government intervention;D) A political line between two parties or states;E) A governance practice that forms mixed majorities;а
With reference to the Chamber and Senate, a qualified majority is required in all the following cases except:;A) Adoption of constitutional laws;B) Amnesty and pardon laws;C) Conversion of law decrees;D) Election of the President of the Republic;E) Adoption of the budget law;в
The First Peloponnesian War was fought in the:;A) 1st century BC;B) 2nd century BC;C) 3rd century BC;D) 4th century BC;E) 5th century BC;д
"The image below represents:
(Image shows a tiered Mesopotamian stepped structure)";A) An obelisk;B) A pyramid;C) A ziggurat;D) A broletto;E) None of the other answers is correct;в
What is meant by flat tax?;A) A lower tax rate for only the very rich;B) A progressive tax system with few brackets, no deductions;C) A non-progressive tax system based on a fixed rate;D) A “flat” income tax near zero, combined with 25% VAT;E) A 15% flat tax replacing both VAT and income tax;в
The “prisoner’s dilemma” is a well-known example studied in the field of:;A) Chaos theory;B) Asymptotic theory;C) Game theory;D) Network theory;E) Quantum theory;в
Syracuse was a colony of:;A) Athens;B) Corinth;C) Sparta;D) Argos;E) Thebes;б
Which of the following is a type of Egyptian tomb?;A) The groma;B) The gnomon;C) The mastaba;D) The rambla;E) The cavea;в
The image represents:;A) A trifora;B) A splayed window;C) A pilaster;D) A Serliana, venetian window;E) An aedicule;г
Who designed the Casa del Fascio in Como?;A) Ignazio Gardella;B) Giuseppe Pagano;C) Aldo Rossi;D) Giuseppe Terragni;E) Franco Albini;г
Where is The Virgin of the Rocks by Leonardo da Vinci preserved?;A) Milan, Refectory of Santa Maria delle Grazie;B) Paris, Louvre Museum;C) Florence, Uffizi;D) Rome, Vatican Museums;E) Florence, Basilica of Santo Spirito;б
To which building does the following plan belong? Stairs 4 ways;A) Petit Trianon in Versailles;B) Villa La Rotonda;C) Crystal Palace;D) Rotunda of the University of Virginia;E) Temple of Minerva Medica;б
Among the following works located in Rome, which is NOT attributed to Donato Bramante?;A) Cloister of Santa Maria della Pace;B) Villa Farnesina;C) Belvedere Courtyard;D) Tempietto of San Pietro in Montorio;E) St. Peter’s Basilica;б
Put the following architectural works in chronological order (as shown in the pictures): str 44;"A) A; C; B; D; E";"B) B; C; A; E; D";"C) A; B; E; D; C";"D) B; A; C; E; D";"E) B; A; E; C; D";д
What does the architectural term transept refer to in places of worship?;A) The central aisle passage;B) The walkable area behind the main altar;C) A space that intersects the nave perpendicularly;D) A space before the entrance;E) The system of side chapels;в
Which of the following individuals does NOT fit with the others?;A) Le Corbusier;B) Giuseppe Terragni;C) Walter Gropius;D) Alessandro Antonelli;E) Ludwig Mies van der Rohe;г
Who painted the fresco cycles Stories of the Life of John the Baptist and Stories of Saint Francis in the Peruzzi and Bardi chapels in Santa Croce, Florence?;A) Domenico Ghirlandaio;B) Beato Angelico;C) Ambrogio Lorenzetti;D) Cimabue;E) Giotto;д
The artwork shown here is by: smth strange, circle, dome;A) Fausto Melotti;B) Lucio Fontana;C) Alberto Burri;D) Giorgio De Chirico;E) Piero Manzoni;б
Which of these artistic movements cannot be considered an avant-garde of the 20th century?;A) Expressionism;B) Eclecticism;C) De Stijl;D) Die Brücke;E) Constructivism;б
Which of the following people worked as a mathematics instructor for a period?;A) Giuseppe Garibaldi;B) Alessandro Manzoni;C) Giuseppe Mazzini;D) Carlo Cattaneo;E) Melchiorre Gioia;а
On the outskirts of which city is CERN located?;A) Geneva;B) Strasbourg;C) Zurich;D) Basel;E) Bern;д
Who proposed the theory of evolution in the famous book On the Origin of Species?;A) Johann Gregor Mendel;B) Epicurus;C) Charles Robert Darwin;D) Isaac Newton;E) Dmitri Ivanovich Mendeleev;в
Where did the suffragette movement for women’s emancipation and voting rights originate?;A) Canada;B) United Kingdom;C) France;D) United States;E) Germany;б
What is the movie The Boys of Via Panisperna, set in the 1930s, about?;A) The story of a group of young physicists and mathematicians;B) The story of a group of young doctors;C) The story of a group of young dancers;D) The story of a group of young artists;E) The story of a group of young anti-fascist writers;а
